Date,Product,Sales,Region,Profit
09-11-2023,Mouse,58.25,East,16.19
09-11-2023,Laptop,1303.31,West,412.08
09-11-2023,Laptop,789.35,West,256.5
09-11-2023,Mouse,84.72,North,26.98
09-11-2023,Smartphone,362.99,Central,40.18
09-11-2023,Keyboard,33.41,West,10.96
09-11-2023,Laptop,1279.69,Central,227.23
09-11-2023,Monitor,1302.87,East,280.79
09-11-2023,Smartphone,418.62,Central,122.01
10-11-2023,Tablet,634.84,West,125.73
10-11-2023,Tablet,399.11,West,116.39
10-11-2023,Keyboard,79.08,Central,31.22
10-11-2023,Smartphone,625.38,Central,138.46
10-11-2023,Tablet,725.01,Central,92.96
11-11-2023,Monitor,1232.64,North,207.28
11-11-2023,Keyboard,20.82,Central,7.41
11-11-2023,Monitor,692.44,East,166.95
11-11-2023,Monitor,775.14,Central,255.47
11-11-2023,Tablet,567.86,Central,72.52
12-11-2023,Laptop,1333.41,West,371.36
12-11-2023,Monitor,1285.75,North,259.74
12-11-2023,Smartphone,788.7,North,138.45
13-11-2023,Monitor,475.7,West,120.43
13-11-2023,Laptop,790.61,North,160.54
13-11-2023,Mouse,82.66,South,20.08
13-11-2023,Smartphone,267.89,South,44.68
14-11-2023,Laptop,1252.41,West,402.16
14-11-2023,Mouse,27.99,West,10.39
14-11-2023,Mouse,42.06,North,16.46
14-11-2023,Tablet,286.33,East,35.65
14-11-2023,Smartphone,409.69,North,57.51
15-11-2023,Monitor,728.09,South,148.04
15-11-2023,Monitor,501.1,West,133.22
15-11-2023,Tablet,571.62,South,118.45
15-11-2023,Monitor,515.47,South,165.41
15-11-2023,Mouse,43.64,West,12.3
15-11-2023,Monitor,648.79,South,149.65
15-11-2023,Laptop,601.03,South,153.95
15-11-2023,Monitor,1265.08,West,266.2
16-11-2023,Keyboard,58.6,North,19.37
16-11-2023,Monitor,546.9,West,123.49
16-11-2023,Monitor,949.03,South,160.23
16-11-2023,Mouse,52.17,North,10.48
16-11-2023,Tablet,812.36,North,141.09
16-11-2023,Mouse,57.22,North,19.31
16-11-2023,Monitor,791.64,West,135.93
17-11-2023,Keyboard,93.18,East,21.86
17-11-2023,Smartphone,293.94,West,47.26
18-11-2023,Smartphone,262.08,Central,72.09
18-11-2023,Keyboard,88.84,Central,18.82
18-11-2023,Keyboard,70.96,North,27.63
18-11-2023,Mouse,83.49,Central,27.59
19-11-2023,Laptop,1135.56,Central,286.8
19-11-2023,Laptop,1175.81,East,384.92
19-11-2023,Tablet,267.36,West,38.9
20-11-2023,Smartphone,416.11,East,57.07
20-11-2023,Laptop,1199.89,East,211.66
20-11-2023,Laptop,1123.7,South,255.13
21-11-2023,Keyboard,38.86,East,12.73
21-11-2023,Smartphone,416.98,North,89.28
21-11-2023,Smartphone,322.53,East,52.23
21-11-2023,Monitor,644.86,West,202.39
22-11-2023,Mouse,87.97,Central,21.13
22-11-2023,Tablet,308.82,West,77.81
22-11-2023,Mouse,34.08,Central,9.9
22-11-2023,Monitor,1046.11,West,174.57
22-11-2023,Tablet,556.28,West,84.98
22-11-2023,Tablet,461.41,West,74.09
23-11-2023,Smartphone,801.27,South,208.2
23-11-2023,Smartphone,257.3,West,36.59
23-11-2023,Mouse,83.79,East,22.12
23-11-2023,Keyboard,73.74,Central,20.53
24-11-2023,Mouse,29.47,West,9.7
24-11-2023,Smartphone,227.81,North,41.09
24-11-2023,Tablet,459.67,South,136.56
24-11-2023,Monitor,1096.15,West,178.97
25-11-2023,Laptop,879.55,South,156.54
25-11-2023,Smartphone,638.65,West,75.26
25-11-2023,Tablet,514.53,East,102.17
26-11-2023,Laptop,929.84,East,215.16
26-11-2023,Smartphone,218.4,North,32.92
26-11-2023,Smartphone,800.22,North,219.49
27-11-2023,Monitor,461.48,South,125.52
27-11-2023,Mouse,26.84,East,10.41
27-11-2023,Tablet,877.47,West,240.76
27-11-2023,Tablet,877.53,West,140.88
27-11-2023,Smartphone,645.7,South,174.7
28-11-2023,Laptop,741.32,North,201.41
28-11-2023,Laptop,662.09,West,163.2
28-11-2023,Monitor,1058.3,Central,195.55
28-11-2023,Keyboard,67.6,South,23.77
28-11-2023,Keyboard,28.66,West,6.42
28-11-2023,Tablet,729.31,North,208.48
29-11-2023,Mouse,59.6,Central,19.09
29-11-2023,Monitor,1121.51,North,318.32
29-11-2023,Smartphone,630.43,East,80.66
29-11-2023,Tablet,446.92,North,113.25
29-11-2023,Laptop,1303.64,West,256.16
29-11-2023,Monitor,313.1,Central,100.76
29-11-2023,Tablet,703.82,South,179.52
29-11-2023,Monitor,1292.68,East,289.82
30-11-2023,Mouse,70.17,North,27.4
30-11-2023,Smartphone,559.82,Central,111.83
30-11-2023,Mouse,36.87,South,8.98
30-11-2023,Laptop,707.26,West,118.21
30-11-2023,Tablet,606.84,North,150.14
30-11-2023,Smartphone,232.45,West,41.75
01-12-2023,Tablet,304.92,East,48.17
01-12-2023,Keyboard,91.84,North,29.46
01-12-2023,Smartphone,245.87,South,56.52
01-12-2023,Tablet,206.42,South,56.6
02-12-2023,Mouse,25.46,Central,6.58
02-12-2023,Monitor,385.32,North,118.38
02-12-2023,Mouse,99.4,West,38.26
02-12-2023,Mouse,27.02,West,7.19
02-12-2023,Smartphone,753.22,North,141.66
02-12-2023,Laptop,1300.14,East,298.24
03-12-2023,Laptop,1439.51,North,451.88
03-12-2023,Laptop,611.49,Central,139.83
03-12-2023,Mouse,44.6,West,9.17
04-12-2023,Laptop,700.88,South,205.36
04-12-2023,Mouse,98.75,South,25.02
04-12-2023,Mouse,32.06,Central,8.28
04-12-2023,Keyboard,25.43,East,6.57
05-12-2023,Smartphone,208.47,Central,26.78
05-12-2023,Smartphone,348.78,East,83.32
05-12-2023,Laptop,1490.25,North,280.12
06-12-2023,Keyboard,45.41,East,13.33
06-12-2023,Mouse,30.74,Central,9.06
07-12-2023,Laptop,649.88,East,139.26
07-12-2023,Laptop,1166.21,Central,316.41
07-12-2023,Smartphone,239.14,East,42.04
07-12-2023,Keyboard,79.04,North,27.87
08-12-2023,Mouse,25.78,Central,9.95
08-12-2023,Tablet,576.24,East,112.27
09-12-2023,Mouse,89.05,East,18.45
09-12-2023,Mouse,98.53,Central,32.22
09-12-2023,Monitor,982.29,East,272.29
09-12-2023,Tablet,209.83,North,35.74
09-12-2023,Tablet,371.06,North,105.27
09-12-2023,Smartphone,486.83,North,50.14
10-12-2023,Smartphone,237.6,West,27.54
10-12-2023,Tablet,296.7,South,88.58
11-12-2023,Keyboard,91.62,South,23.09
11-12-2023,Laptop,622.22,Central,135.12
11-12-2023,Tablet,538.98,South,123.11
11-12-2023,Smartphone,178.03,North,32.07
12-12-2023,Smartphone,700.88,North,162.19
12-12-2023,Laptop,891.15,West,139.87
12-12-2023,Tablet,280.41,Central,30.94
13-12-2023,Tablet,574.65,West,150.04
14-12-2023,Mouse,44.17,East,14.81
14-12-2023,Tablet,415.68,North,118.07
14-12-2023,Tablet,295.81,South,72.47
15-12-2023,Monitor,469.51,West,129.65
15-12-2023,Smartphone,300.83,Central,36.47
15-12-2023,Tablet,332.77,South,91.44
15-12-2023,Monitor,523.15,East,149.06
15-12-2023,Tablet,564.42,North,119.94
15-12-2023,Smartphone,807.53,West,107.42
15-12-2023,Laptop,367.65,East,68.65
16-12-2023,Monitor,497.01,South,94.1
16-12-2023,Keyboard,25.57,East,8.76
16-12-2023,Tablet,370.92,South,44.11
17-12-2023,Mouse,26.53,North,9.38
17-12-2023,Tablet,800.91,North,122.8
17-12-2023,Tablet,546.87,Central,105.49
17-12-2023,Keyboard,25.94,North,9.24
17-12-2023,Smartphone,279.43,West,51.24
18-12-2023,Tablet,600.16,North,131.83
18-12-2023,Smartphone,402.77,Central,80.8
18-12-2023,Laptop,1181.31,West,304.48
18-12-2023,Laptop,1027.77,North,216.13
18-12-2023,Tablet,825.24,Central,165.94
18-12-2023,Tablet,389.54,East,104.81
18-12-2023,Monitor,1017.66,North,314.84
18-12-2023,Smartphone,694.13,West,92.99
19-12-2023,Keyboard,49.87,South,11.47
19-12-2023,Monitor,1314.52,East,457.85
19-12-2023,Monitor,1495.53,Central,339.18
19-12-2023,Mouse,94.78,Central,37.29
19-12-2023,Smartphone,728.82,Central,151.84
20-12-2023,Tablet,660.71,Central,75.31
20-12-2023,Smartphone,848.02,West,116.92
20-12-2023,Keyboard,65.3,Central,14.36
20-12-2023,Keyboard,92.96,North,24.35
21-12-2023,Monitor,1247.03,South,235.19
21-12-2023,Mouse,88.44,West,31
21-12-2023,Tablet,645.8,Central,94.35
21-12-2023,Keyboard,86.27,North,21.09
21-12-2023,Tablet,626.33,South,187.49
21-12-2023,Tablet,298.25,North,50.74
21-12-2023,Monitor,300.62,Central,90.31
21-12-2023,Keyboard,40.44,North,14.95
22-12-2023,Monitor,1450.39,North,291.16
22-12-2023,Mouse,96.94,North,23.54
22-12-2023,Keyboard,28.01,North,9.36
22-12-2023,Laptop,1026.72,West,185.84
22-12-2023,Monitor,1287.94,West,219.98
22-12-2023,Smartphone,290.46,East,74.04
23-12-2023,Mouse,93.79,North,23.62
23-12-2023,Monitor,1276.46,Central,230.92
23-12-2023,Mouse,30.45,West,11.52
23-12-2023,Keyboard,44.54,East,9.94
23-12-2023,Smartphone,776.55,South,104.38
23-12-2023,Smartphone,804.03,East,185.52
23-12-2023,Smartphone,879.27,East,213.41
25-12-2023,Laptop,348.06,West,74.85
25-12-2023,Keyboard,78.54,North,28.2
26-12-2023,Monitor,671.77,North,193.04
26-12-2023,Keyboard,60.62,West,23.97
26-12-2023,Mouse,61.99,South,16.25
26-12-2023,Smartphone,285.16,South,78.08
26-12-2023,Laptop,441.05,South,70.92
26-12-2023,Keyboard,29.01,West,10.19
26-12-2023,Mouse,64.09,East,21.39
27-12-2023,Mouse,42.8,South,16.7
27-12-2023,Laptop,1414.04,South,408.63
27-12-2023,Keyboard,50.28,South,17.49
27-12-2023,Mouse,69.78,Central,18.96
28-12-2023,Smartphone,634.9,East,170.3
28-12-2023,Laptop,982.51,West,231.49
28-12-2023,Smartphone,294.71,West,51.45
28-12-2023,Tablet,848.76,South,107.73
29-12-2023,Tablet,544.79,Central,69.37
29-12-2023,Laptop,1326.43,Central,411.54
30-12-2023,Mouse,48.99,South,14
30-12-2023,Keyboard,60.79,Central,20.76
30-12-2023,Tablet,598.31,Central,62.81
30-12-2023,Keyboard,50.47,North,20.03
30-12-2023,Keyboard,74.32,South,18.86
30-12-2023,Mouse,74.53,East,21.54
30-12-2023,Mouse,54.1,East,20.85
30-12-2023,Tablet,252.85,South,51.17
30-12-2023,Mouse,76.47,Central,16.23
30-12-2023,Smartphone,703.72,North,126.27
31-12-2023,Smartphone,844.16,West,181.16
31-12-2023,Mouse,43.9,East,13.19
31-12-2023,Tablet,680.76,West,177.75
31-12-2023,Mouse,85.34,North,18.64
31-12-2023,Keyboard,37.25,West,11.97
31-12-2023,Smartphone,809.93,Central,215.59
31-12-2023,Tablet,817.44,West,110.05
31-12-2023,Tablet,635.02,West,184.48
31-12-2023,Tablet,863.04,South,136.59
01-01-2024,Laptop,865.73,South,189.46
01-01-2024,Mouse,25.31,Central,9.54
01-01-2024,Tablet,195.2,Central,25.67
02-01-2024,Smartphone,390.06,South,105.75
03-01-2024,Laptop,581.46,Central,165.27
03-01-2024,Smartphone,510.35,South,142.98
03-01-2024,Tablet,487.54,Central,104.12
03-01-2024,Monitor,1498.16,West,320.59
03-01-2024,Tablet,291.78,South,45.59
04-01-2024,Mouse,45.6,South,13.42
04-01-2024,Smartphone,260.33,North,50.2
05-01-2024,Monitor,1342.45,South,239.71
05-01-2024,Keyboard,91.47,North,23.01
05-01-2024,Mouse,21.96,East,7.07
05-01-2024,Smartphone,571.87,East,64.81
05-01-2024,Keyboard,78.35,South,17.38
06-01-2024,Tablet,603.29,West,107.5
06-01-2024,Mouse,80.43,East,29.18
06-01-2024,Keyboard,58.23,East,20.67
08-01-2024,Keyboard,24.03,South,5.82
08-01-2024,Laptop,1425.59,West,429.26
08-01-2024,Keyboard,38.76,Central,12.92
08-01-2024,Monitor,1088.84,South,321.23
09-01-2024,Mouse,69.17,Central,22.84
09-01-2024,Keyboard,89.08,South,29.48
09-01-2024,Smartphone,541.69,South,114.01
10-01-2024,Monitor,438.68,Central,110.64
10-01-2024,Mouse,40.71,East,13.42
11-01-2024,Laptop,489.5,North,121.92
11-01-2024,Smartphone,601.17,East,163.3
11-01-2024,Tablet,694.02,Central,147.51
11-01-2024,Mouse,59.73,South,14.38
11-01-2024,Smartphone,283.26,East,40.22
12-01-2024,Tablet,292.99,West,85.09
13-01-2024,Tablet,662.35,West,195.6
13-01-2024,Tablet,848.83,East,158.08
13-01-2024,Tablet,474.32,South,111.72
13-01-2024,Mouse,89.11,North,25.74
13-01-2024,Smartphone,342.39,East,86.25
14-01-2024,Mouse,47.33,South,16.42
14-01-2024,Mouse,92.04,West,29.72
14-01-2024,Laptop,780.19,West,159.28
14-01-2024,Mouse,53.85,South,11.98
14-01-2024,Monitor,1456.75,West,482.07
15-01-2024,Tablet,344.27,South,74.26
15-01-2024,Mouse,63.69,East,22.05
15-01-2024,Smartphone,364.1,Central,102.31
15-01-2024,Smartphone,390.08,Central,74.69
15-01-2024,Monitor,982.32,South,330.46
15-01-2024,Mouse,48.93,South,16.6
15-01-2024,Tablet,639.47,East,173.93
16-01-2024,Monitor,794.5,Central,186.18
16-01-2024,Keyboard,42.65,North,16.22
16-01-2024,Tablet,281.71,Central,57.25
16-01-2024,Laptop,1036.57,Central,318.86
16-01-2024,Mouse,57.92,South,22.47
16-01-2024,Mouse,34.24,South,11.2
16-01-2024,Mouse,42.93,West,11.7
17-01-2024,Tablet,596.99,Central,67.81
17-01-2024,Tablet,392.7,South,76.32
17-01-2024,Tablet,609.97,West,83.1
17-01-2024,Tablet,636.4,North,82.99
17-01-2024,Laptop,361.92,South,98.86
18-01-2024,Keyboard,28.5,South,8.92
18-01-2024,Tablet,748.4,South,170.22
19-01-2024,Mouse,44.51,East,12.68
19-01-2024,Mouse,47.74,West,9.87
19-01-2024,Monitor,329.85,North,109.07
19-01-2024,Tablet,224.36,South,64.58
20-01-2024,Smartphone,576.72,North,125.6
20-01-2024,Tablet,625.27,Central,133.55
21-01-2024,Tablet,228.8,Central,35.09
21-01-2024,Monitor,1100.08,East,334.68
21-01-2024,Monitor,351.22,West,61.91
21-01-2024,Keyboard,96.04,South,38.38
21-01-2024,Laptop,508.04,South,78.95
21-01-2024,Laptop,1102.58,Central,266.75
22-01-2024,Mouse,92.74,West,28.79
22-01-2024,Keyboard,36.09,Central,10.12
22-01-2024,Tablet,620.52,East,186.14
23-01-2024,Monitor,1435.46,West,253.25
24-01-2024,Monitor,1480.05,Central,339.49
24-01-2024,Tablet,590.88,West,84.5
24-01-2024,Monitor,1030.04,West,268.31
24-01-2024,Laptop,754.74,West,193.6
24-01-2024,Monitor,733.26,North,200.62
24-01-2024,Smartphone,829.43,North,103.33
25-01-2024,Smartphone,243.36,South,70.24
25-01-2024,Monitor,748.43,North,137.16
25-01-2024,Keyboard,20.13,Central,5.08
25-01-2024,Laptop,429.09,North,72.56
26-01-2024,Tablet,617.96,East,76.43
26-01-2024,Tablet,560.63,North,163.2
26-01-2024,Mouse,28.14,Central,7.94
26-01-2024,Tablet,796.19,North,185.8
26-01-2024,Tablet,513.28,East,67.1
27-01-2024,Laptop,1171.95,Central,335.05
27-01-2024,Keyboard,93.21,Central,33.51
27-01-2024,Laptop,891.97,East,264.94
27-01-2024,Smartphone,441.68,South,44.3
27-01-2024,Keyboard,80.51,Central,28.47
27-01-2024,Mouse,51,West,12.8
27-01-2024,Mouse,56.05,North,13.67
28-01-2024,Tablet,198.63,Central,33.84
28-01-2024,Laptop,1317.07,West,357.85
28-01-2024,Laptop,1021.93,West,267.6
28-01-2024,Laptop,1153.48,West,366.91
29-01-2024,Mouse,89.35,Central,21.83
29-01-2024,Laptop,701.68,West,167.77
29-01-2024,Tablet,728.62,Central,215.89
30-01-2024,Mouse,59.93,North,15.67
31-01-2024,Smartphone,195.24,Central,35.67
31-01-2024,Tablet,682.12,South,140.93
31-01-2024,Keyboard,82.12,North,31.48
31-01-2024,Mouse,71.73,South,19.53
31-01-2024,Laptop,1284.15,West,220.54
01-02-2024,Mouse,69.84,South,23.86
01-02-2024,Smartphone,618.38,East,96.63
01-02-2024,Monitor,653.93,West,133.36
02-02-2024,Mouse,29.87,East,7.94
02-02-2024,Mouse,20.04,North,5.34
03-02-2024,Laptop,1367.63,South,246.64
03-02-2024,Tablet,781.47,East,138.15
03-02-2024,Mouse,57.59,North,18.02
03-02-2024,Mouse,92.97,West,24.69
03-02-2024,Mouse,44.83,Central,12.81
03-02-2024,Tablet,510.4,North,120.75
04-02-2024,Mouse,73.6,South,24.64
04-02-2024,Laptop,1293.45,North,383.59
04-02-2024,Tablet,865.41,Central,234.17
05-02-2024,Tablet,533.64,North,149.5
05-02-2024,Monitor,864.76,North,188.11
05-02-2024,Monitor,362.13,West,114.3
06-02-2024,Monitor,1346.25,East,422.72
06-02-2024,Monitor,1360.51,North,237.65
06-02-2024,Monitor,597.26,North,154.49
06-02-2024,Smartphone,286,South,37.84
06-02-2024,Keyboard,57.95,Central,20.42
07-02-2024,Laptop,1477.6,East,508.43
07-02-2024,Smartphone,398.55,South,50
08-02-2024,Smartphone,768.56,East,95.66
08-02-2024,Laptop,311.01,East,87.87
08-02-2024,Monitor,813.83,West,262.55
09-02-2024,Laptop,539.51,East,87.04
09-02-2024,Monitor,606.23,West,198.99
09-02-2024,Laptop,446.85,West,135.02
09-02-2024,Monitor,831,East,205.75
10-02-2024,Monitor,305.67,Central,82.32
10-02-2024,Laptop,1315.86,East,384.12
10-02-2024,Keyboard,87.95,Central,27.84
11-02-2024,Tablet,518.23,North,146.62
11-02-2024,Smartphone,648.34,West,128.6
11-02-2024,Laptop,499.64,South,104.58
11-02-2024,Monitor,1316.24,West,327.38
12-02-2024,Smartphone,331.92,East,40.23
12-02-2024,Smartphone,267.74,East,37.55
12-02-2024,Keyboard,30.14,East,8.76
13-02-2024,Mouse,23.64,East,6.22
13-02-2024,Smartphone,449.08,West,87.23
13-02-2024,Keyboard,24.79,West,8.23
13-02-2024,Tablet,386.11,North,56.72
13-02-2024,Tablet,215.68,West,49.5
14-02-2024,Smartphone,662.21,South,136.3
14-02-2024,Tablet,681,East,119.32
14-02-2024,Mouse,92.7,West,23.1
15-02-2024,Tablet,766.42,North,84.12
15-02-2024,Laptop,1037.27,West,229.5
15-02-2024,Tablet,672.73,North,90.5
15-02-2024,Tablet,857.44,North,252.56
15-02-2024,Monitor,780.04,South,186.86
16-02-2024,Laptop,538,West,86.63
16-02-2024,Mouse,59.94,East,13.22
16-02-2024,Tablet,697.81,South,159.58
16-02-2024,Keyboard,51.22,Central,16.39
17-02-2024,Monitor,1293.79,West,358.47
17-02-2024,Tablet,527.45,West,112.79
17-02-2024,Monitor,722.08,Central,115.41
17-02-2024,Laptop,756,West,204.5
18-02-2024,Monitor,1466.49,Central,507.44
18-02-2024,Mouse,33.41,North,9
18-02-2024,Laptop,321.18,West,91.41
19-02-2024,Mouse,54.72,Central,19.81
19-02-2024,Smartphone,793.93,North,127.81
20-02-2024,Smartphone,373.81,North,47.34
20-02-2024,Tablet,250.46,Central,59.47
20-02-2024,Mouse,48.87,East,12.05
20-02-2024,Mouse,68.98,South,27.21
20-02-2024,Monitor,589.69,South,97
20-02-2024,Laptop,716.02,East,169.81
20-02-2024,Mouse,39.01,South,8.61
21-02-2024,Smartphone,754.99,East,168.13
21-02-2024,Monitor,517.34,West,151.89
22-02-2024,Mouse,36.3,Central,10.11
22-02-2024,Tablet,272.9,Central,74.87
22-02-2024,Smartphone,740.28,Central,166.19
23-02-2024,Monitor,941.25,West,213.86
23-02-2024,Smartphone,777.79,South,170.78
23-02-2024,Mouse,71.09,South,21.29
23-02-2024,Monitor,750.07,West,160.75
23-02-2024,Keyboard,45.28,East,14.3
24-02-2024,Tablet,557.55,Central,56.03
24-02-2024,Monitor,1407.65,West,223.4
24-02-2024,Laptop,557.73,West,116.86
24-02-2024,Keyboard,73.39,East,16.81
24-02-2024,Laptop,307.33,South,55.42
24-02-2024,Laptop,1459.19,West,501.04
24-02-2024,Mouse,89.95,North,28.66
25-02-2024,Laptop,906.49,Central,257.14
25-02-2024,Monitor,972.47,South,311.79
25-02-2024,Mouse,70.97,South,24.87
25-02-2024,Monitor,1192.33,Central,204.74
25-02-2024,Monitor,1039.53,Central,252.36
26-02-2024,Keyboard,75.14,South,23.97
26-02-2024,Monitor,434.7,North,84.49
27-02-2024,Monitor,316.06,West,82.1
27-02-2024,Mouse,53.02,West,17.42
28-02-2024,Tablet,552.79,South,117.25
28-02-2024,Tablet,785.23,West,209.28
29-02-2024,Tablet,322.11,South,50.41
29-02-2024,Laptop,670.52,South,223.7
29-02-2024,Keyboard,34.93,Central,11
29-02-2024,Smartphone,688.39,North,109.36
29-02-2024,Smartphone,735.38,South,138.42
01-03-2024,Mouse,80.02,North,27.09
01-03-2024,Laptop,765.82,South,238.93
01-03-2024,Smartphone,496.38,East,124.95
01-03-2024,Smartphone,176.68,North,47.34
01-03-2024,Keyboard,34.28,Central,13.33
01-03-2024,Keyboard,69.47,North,19.94
01-03-2024,Laptop,435.89,North,83
01-03-2024,Smartphone,441.98,North,104.27
02-03-2024,Monitor,1158.86,North,249.56
02-03-2024,Mouse,52.55,Central,16.28
02-03-2024,Tablet,453.18,Central,134.53
02-03-2024,Smartphone,756.96,North,125.35
03-03-2024,Laptop,758.54,South,165.61
03-03-2024,Laptop,1206.72,South,416.65
03-03-2024,Tablet,726.43,West,197.92
03-03-2024,Mouse,57.46,South,13.26
04-03-2024,Mouse,61.37,Central,20.65
04-03-2024,Keyboard,20.44,North,7.61
04-03-2024,Keyboard,51.3,West,14.39
04-03-2024,Monitor,891.11,Central,304.17
05-03-2024,Laptop,478.24,South,83.95
05-03-2024,Tablet,261.14,Central,42.08
05-03-2024,Monitor,824,West,180.09
06-03-2024,Smartphone,565.9,Central,81.07
06-03-2024,Smartphone,217.44,North,33.25
06-03-2024,Tablet,341.13,South,38.06
06-03-2024,Laptop,1257.06,Central,240.42
06-03-2024,Keyboard,38.02,Central,13.04
07-03-2024,Tablet,805.57,East,82.9
07-03-2024,Smartphone,445.24,North,130.14
07-03-2024,Smartphone,306.23,West,39.45
07-03-2024,Keyboard,35.42,West,13.11
08-03-2024,Monitor,1135.55,South,309.58
08-03-2024,Laptop,349.42,West,60.18
08-03-2024,Tablet,215.46,North,45.95
08-03-2024,Keyboard,33.14,Central,8.33
08-03-2024,Keyboard,85.94,South,29.43
09-03-2024,Smartphone,293.1,South,34.09
09-03-2024,Smartphone,842.58,North,165.35
10-03-2024,Tablet,455.34,Central,111.09
10-03-2024,Laptop,1351.42,South,305.82
10-03-2024,Tablet,857.91,East,114.28
12-03-2024,Laptop,708.1,North,227.48
12-03-2024,Smartphone,215.67,East,31.63
12-03-2024,Tablet,162.46,West,18.11
12-03-2024,Smartphone,699.8,West,183.56
12-03-2024,Monitor,666.68,South,197.36
12-03-2024,Monitor,1148.99,South,322.88
12-03-2024,Tablet,203.49,South,33.16
12-03-2024,Smartphone,469.76,South,66.83
13-03-2024,Keyboard,22.33,North,5.25
13-03-2024,Keyboard,92.4,South,28.66
14-03-2024,Laptop,773.16,North,206.15
14-03-2024,Tablet,375.9,West,84.26
15-03-2024,Laptop,848.56,North,157.29
15-03-2024,Laptop,639.96,West,222.99
15-03-2024,Tablet,161.43,West,43.22
15-03-2024,Mouse,28.16,South,8.69
15-03-2024,Mouse,89.53,North,19.03
15-03-2024,Keyboard,32.23,Central,12.11
16-03-2024,Mouse,52.43,Central,18.11
16-03-2024,Keyboard,42.76,Central,12.2
17-03-2024,Keyboard,69.04,East,20.38
17-03-2024,Laptop,785.94,East,140.13
17-03-2024,Keyboard,26.71,Central,8.83
18-03-2024,Laptop,451.25,East,148.02
18-03-2024,Mouse,45.18,West,13.48
19-03-2024,Mouse,87.02,Central,22.25
20-03-2024,Laptop,471.24,South,144.38
20-03-2024,Laptop,567.75,South,196.28
20-03-2024,Smartphone,707.96,West,197.07
20-03-2024,Laptop,367.26,West,111.55
20-03-2024,Keyboard,65.82,North,16.86
21-03-2024,Monitor,1274.25,South,243.5
21-03-2024,Monitor,1429.73,North,480.77
21-03-2024,Laptop,1272,South,389.85
21-03-2024,Mouse,33.74,North,10.1
21-03-2024,Laptop,756.83,South,218.22
21-03-2024,Tablet,438.49,West,69.36
21-03-2024,Monitor,852.07,North,135.06
21-03-2024,Keyboard,52.4,North,12.29
21-03-2024,Laptop,575.73,South,162.76
21-03-2024,Tablet,247.04,West,61.58
22-03-2024,Monitor,932.98,Central,186.32
22-03-2024,Keyboard,48.56,East,15.85
22-03-2024,Monitor,746.46,East,141.74
22-03-2024,Keyboard,57.94,Central,22.45
23-03-2024,Laptop,1293.46,West,268.55
23-03-2024,Monitor,1113.28,East,268.64
24-03-2024,Smartphone,676.93,West,194.25
24-03-2024,Keyboard,80.36,South,27.75
24-03-2024,Mouse,82.99,South,26.86
24-03-2024,Smartphone,362.42,Central,83.92
25-03-2024,Laptop,654.02,West,165.61
25-03-2024,Smartphone,259.45,Central,44.86
25-03-2024,Monitor,448.26,North,94.61
25-03-2024,Smartphone,393.25,South,92.14
25-03-2024,Mouse,60.41,North,21.83
27-03-2024,Laptop,1380.06,East,356.8
28-03-2024,Smartphone,354.12,East,55.91
28-03-2024,Monitor,766,Central,214.29
28-03-2024,Keyboard,53.76,North,12
28-03-2024,Laptop,300.54,West,72.5
28-03-2024,Monitor,446.46,South,83.33
28-03-2024,Keyboard,33.77,South,12.03
28-03-2024,Smartphone,606.98,South,71.86
28-03-2024,Tablet,448.46,South,95.67
28-03-2024,Monitor,1327.46,West,281.14
28-03-2024,Smartphone,760.54,North,161.69
29-03-2024,Keyboard,42.17,West,14.92
29-03-2024,Laptop,359.71,East,60.93
29-03-2024,Laptop,449.08,Central,92.41
30-03-2024,Monitor,838.55,South,244.93
30-03-2024,Keyboard,48.08,South,12.65
30-03-2024,Monitor,1027.51,South,296.62
30-03-2024,Keyboard,86.05,Central,29.88
31-03-2024,Keyboard,54.72,East,12.25
31-03-2024,Monitor,778.64,North,204.82
31-03-2024,Laptop,906.01,East,144.71
31-03-2024,Keyboard,42.48,Central,15.74
01-04-2024,Mouse,98.51,South,30
01-04-2024,Keyboard,86.1,South,18.71
01-04-2024,Keyboard,49.13,North,10.27
01-04-2024,Laptop,844.99,West,216.22
01-04-2024,Monitor,1356.86,West,353.55
01-04-2024,Mouse,63.86,West,24.79
02-04-2024,Monitor,471.81,North,83.8
02-04-2024,Keyboard,73.83,East,18.11
02-04-2024,Tablet,629.44,Central,97.23
02-04-2024,Smartphone,650.38,West,76.2
02-04-2024,Tablet,386.24,North,93.55
03-04-2024,Laptop,1346.91,North,418.98
03-04-2024,Smartphone,767.68,Central,83.68
03-04-2024,Mouse,81.71,Central,30.95
03-04-2024,Laptop,1452.8,North,234.19
04-04-2024,Keyboard,70.73,East,16.2
04-04-2024,Monitor,1076.51,North,344.51
04-04-2024,Smartphone,673.32,East,155.71
04-04-2024,Smartphone,552.32,Central,113.96
04-04-2024,Smartphone,838.41,South,142.8
05-04-2024,Laptop,920.8,North,279.11
05-04-2024,Mouse,82.62,West,23.95
07-04-2024,Tablet,660.43,Central,151.64
07-04-2024,Keyboard,93.64,North,34.55
08-04-2024,Mouse,57.53,West,16.52
08-04-2024,Mouse,72.1,West,19.24
08-04-2024,Smartphone,348.64,Central,88.07
08-04-2024,Tablet,326.36,West,53.75
09-04-2024,Mouse,29.65,Central,10.62
09-04-2024,Smartphone,415.29,West,52.42
